index,value
1,324.595984880082
2,310.2319348760008
3,312.652496283475
4,319.7623618620871
5,319.240901234744
6,309.133539911104
7,322.3542927592534
8,307.57071051918547
9,307.77434744302536
10,325.0685484363307
11,321.0888203538839
12,325.1121127830494
13,324.820851321008
14,311.44826857143363
15,318.6908108348647
16,323.46197596491857
17,325.527386871137
18,317.06260794900123
19,317.04838507954423
20,323.3936757587596
21,314.53325240612037
22,321.40797096016104
23,330.56560036198266
24,322.69826790487787
25,321.04163164797706
26,330.57839341054773
27,313.04071925196826
28,322.3347473364714
29,314.16077072002355
30,315.5465091782535
31,320.38755766291047
32,313.61466443204034
33,315.8166303852078
34,316.1116406589925
35,306.95134473197743
36,323.10582399928256
37,319.9279578162574
38,318.73124441736536
39,319.7251723508156
40,320.7617427203473
41,322.76044336027087
42,318.82720753898684
43,320.253929730048
44,316.18921140489033
45,316.70797123423097
46,325.7174359175983
47,316.9504945173043
48,327.12472950944635
49,319.1900620599186
50,320.8020832962593
51,322.08392077161943
52,322.72186912933427
53,315.20561962353054
54,323.82899285456864
55,320.20197982388675
56,326.69328477838616
57,336.45645089838985
58,320.36437669509183
59,326.5955295061397
60,310.3038252967659
61,329.3962938941165
62,314.93069910624735
63,322.0816625991529
64,310.0917396087841
65,329.09878932166
66,307.8101549244447
67,329.71239279975543
68,321.8138589665756
69,317.620225718889
70,326.5695268085304
71,322.6478969635865
72,324.317669247294
73,327.3434607333001
74,316.8210082151341
75,315.7155981720917
76,328.7221768590871
77,311.3754309127301
78,331.92840170771865
79,312.3050720036465
80,319.4956471680389
81,321.7246621200384
82,312.39237365490834
83,323.9239091157135
84,331.90323728756346
85,320.73869361799143
86,316.8458813346073
87,323.4412491729463
88,312.0128858429481
89,319.8244543203084
90,311.7372182998787
91,314.54911903698417
92,315.61260475914605
93,316.2043044391929
94,312.6340356695823
95,317.6310588378276
96,314.66791205570917
97,304.2341849686615
98,318.3491044939321
99,317.6027942413179
100,315.46192922777055
101,323.052912197897
102,316.9866608335289
103,325.78668586900557
104,325.5529098525956
105,324.4184693436863
106,317.1733806488495
107,317.53499103089587
108,318.68067793160037
109,335.2148068871413
110,316.90312826971626
111,329.0273254785165
112,313.684788011988
113,317.82544755126736
114,323.493470808755
115,317.8266150083272
116,320.351572188094
117,315.4844912483707
118,310.2834363101151
119,328.0693750151929
120,313.1658381886743
121,306.1018009457926
122,326.91298514420004
123,324.2747384851288
124,303.42557598645885
125,315.88383156774285
126,315.62786967389485
127,326.04294042447924
128,314.8217730184927
129,314.04000234369204
130,329.26783632029037
131,320.9170431332544
132,325.83388329590906
133,321.30234408527195
134,316.7925269968521
135,316.2939620255911
136,324.52208029587956
137,323.3895782666426
138,319.2530537715684
139,317.58707971808326
140,319.3251760185716
141,317.46014471645
142,317.35180526170177
143,317.38355680123044
144,318.3635947430254
145,311.1337736188922
146,320.6451490092965
147,311.387424541142
148,315.93937852226935
149,326.4048344477678
150,317.57119438547153
151,317.1072063946314
152,313.3837999524721
153,316.88007334636615
154,319.0048006109527
155,304.9323605537088
156,312.27491397939815
157,315.5944592940118
158,318.08233351467953
159,320.4038131255844
160,325.97163031495427
161,323.37836233880137
162,319.03921549749543
163,320.48832787240246
164,320.2507024133083
165,318.28985549782305
166,316.30588472208444
167,312.8162783906632
168,313.9946163041801
169,317.0653718230662
170,313.9047419382796
171,319.45706723475104
172,319.77324060261554
173,327.0519015521799
174,321.9292656007722
175,317.809477777292
176,309.9054789869838
177,322.13726978872774
178,325.93533783057734
179,324.91071983855136
180,309.1793246601996
181,313.39505726572287
182,315.69892910763537
183,313.8654624078591
184,325.3453318449813
185,334.42487361298276
186,317.5767929455519
187,322.6741335348455
188,314.8138263025734
189,332.8363183327272
190,326.8216205092621
191,318.1520138100285
192,327.9423858984338
193,319.3900735511378
194,318.5635655052665
195,323.3193126815538
196,320.3504708210641
197,311.2149842085984
198,330.2355580320997
199,322.3368919788553
200,318.8673373649132
201,314.1627903834432
202,307.1383882493327
203,311.0849799400668
204,295.8536402080604
205,305.36862734985505
206,304.70621261032557
207,314.4544023090778
208,305.4058318797865
209,308.3550390533164
210,310.61502551981937
211,308.4642972933198
212,301.1927321107703
213,308.2818772850613
214,310.9650532832252
215,321.427726212437
216,295.0238531022516
217,307.5625678194614
218,312.3929881798883
219,316.3629996938684
220,316.13094955435616
221,306.64363603695375
222,310.68985275781097
223,325.2363838589959
224,310.7731993339894
225,316.8248348713558
226,303.85965498280905
227,308.43623560074803
228,307.86909105963673
229,314.7924514243661
230,303.1035450122333
231,310.6563800672418
232,309.81685358306663
233,310.3706570138066
234,314.3204818637557
235,311.0463592763386
236,314.59160493090724
237,317.2651397779394
238,307.75510784815503
239,308.5718843393534
240,311.82688758937616
241,305.47615871992895
242,316.41834410630804
243,312.0186306997654
244,316.03552543801607
245,318.33268155355023
246,308.1222165202758
247,322.89769350477656
248,317.9115016188206
249,316.51907735537645
250,320.65778181477026
251,314.5117851152799
252,322.26622345834653
253,313.2960883831752
254,311.56799061054824
255,310.1337321928096
256,323.6260017845391
257,307.99785741954287
258,309.95239069568134
259,315.32812132580915
260,315.79574422587433
261,317.98501248127525
262,308.6680373352008
263,309.8899770588589
264,317.497441255656
265,318.8656102344053
266,317.67975373323964
267,322.73191621552405
268,305.7692625255653
269,321.42449624559106
270,323.31262429356815
271,304.6599678964282
272,311.9957503019399
273,313.91587206122824
274,323.3182444490887
275,319.7410042947744
276,319.68282011007983
277,321.9816334191997
278,323.69889174198556
279,305.8951114042755
280,321.1630844398047
281,326.7125959003706
282,315.9998773775501
283,312.0489326082315
284,311.0501704298181
285,313.28488718808893
286,326.8487719946395
287,333.9572344608139
288,316.51285682159926
289,315.3543027079558
290,317.94067977599
291,313.70117550315905
292,316.8457696275979
293,309.93896912595784
294,317.23771758271965
295,316.1960742644848
296,320.6197230850775
297,320.00374094488313
298,321.19407077700146
299,320.31694499266894
300,310.11400292165683
301,307.26870073182
302,319.5592014275232
303,327.8129634062091
304,319.92975612631113
305,319.57136130597405
306,311.1452092068118
307,313.53000104000625
308,320.5614466078364
309,321.61704870403037
310,340.51044539912755
311,325.78263710231465
312,319.0123912153865
313,324.4413380823844
314,318.63325399818467
315,328.5116105876545
316,325.141935228185
317,327.3164734014266
318,314.6438627855863
319,320.10064267533676
320,327.8903564880243
321,327.5021935575074
322,319.16284535472704
323,329.40433570867594
324,314.53097417858993
325,323.94715073517256
326,328.38522701400916
327,335.2978031449659
328,322.50179506400553
329,332.8353857244661
330,332.47234043557154
331,316.2565603144907
332,324.1905838057388
333,322.8155412198059
334,331.7283698877394
335,331.42417082218236
336,329.788818854929
337,312.2845301543377
338,324.90842842145577
339,337.76669724998453
340,318.5125170206791
341,322.811926221891
342,313.0935530436931
343,323.87302918011795
344,339.2069251872938
345,314.93202413563836
346,321.58058912306393
347,328.93251525568564
348,328.7420455545843
349,334.6520123439418
350,320.5802202814065
351,330.0046451841697
352,327.35379881810104
353,328.04315145281083
354,326.0609093053263
355,329.4054090459791
356,324.4789285676758
357,333.1808469845507
358,320.7360483786415
359,329.1962185318018
360,318.8743202996776
361,329.9236292496424
362,333.9693071832688
363,336.0407153827423
364,331.7801882040909
365,321.40837853667733
366,324.8583859059875
367,325.2753879444544
368,331.31390545535834
369,328.9641933662532
370,327.98042952587895
371,336.92854968222764
372,326.28125113935516
373,336.76108102989446
374,332.075569559283
375,344.78379383148894
376,335.25824326717895
377,332.97128921140455
378,332.06601375549917
379,311.8029451846781
380,320.8806293226192
381,339.8855481718153
382,332.52544632221156
383,330.9137877228762
384,329.818032667893
385,332.91177418528616
386,322.84838051696977
387,328.29116120861005
388,325.60525652294626
389,323.9347772840915
390,340.54001830000306
391,338.53910432742543
392,346.2289753799075
393,348.2874423913712
394,323.2743068271102
395,332.2965538624383
396,336.87038747317393
397,335.7158740963738
398,325.6183184065175
399,336.78229447771565
400,328.155464890348
401,348.355134536715
402,314.98999727940236
403,325.6940867789427
404,333.8226441591848
405,329.7135803363824
406,336.5524709612304
407,338.32812144015503
408,341.04762421865524
409,329.35396254161435
410,332.6937168487069
411,327.7990846590265
412,333.9798452732334
413,340.70253151248255
414,323.5380282793129
415,321.62370740989417
416,340.93717109931436
417,323.85027321440623
418,328.25612891225313
419,336.04172207005655
420,333.3409455167221
421,330.80975530085374
422,327.55542627311775
423,325.50349551577096
424,334.2415160892705
425,328.84571191030176
426,329.73982648227997
427,321.448796859324
428,328.6297672022912
429,333.7932064526481
430,321.7175382147939
431,342.89921998914826
432,334.3218117329054
433,334.73863317812163
434,331.2527367738634
435,343.8227479344464
436,346.36909994011285
437,339.9494185971192
438,330.19494906271177
439,342.11404744827456
440,340.3323998290474
441,332.26521717966665
442,327.30309076188456
443,331.08474275998583
444,342.50278224764605
445,340.51342015667393
446,334.4750629124783
447,330.7280789260427
448,334.0508524560265
449,343.2298417925552
450,352.2940010426057
451,343.6748128735995
452,335.041164030805
453,342.53862293276535
454,328.8596298606528
455,337.72612706317244
456,337.06100130059684
457,339.0097595565797
458,345.02433863783153
459,330.7479894179122
460,330.03934647307193
461,330.06080974585103
462,342.6354992444685
463,341.6670533103103
464,332.3105146193397
465,327.00365586530893
466,339.19552093388626
467,340.8882914441754
468,340.19468546828733
469,342.9219541707345
470,334.4480814498004
471,347.7487047384378
472,332.48503110336765
473,343.39866396004226
474,346.71422557220393
475,344.62677951192654
476,332.51736125501833
477,339.72908056381664
478,341.79747441369443
479,337.78688287528416
480,345.9819841353666
481,343.2422736891161
482,353.48584051626295
483,339.74595272023083
484,337.5802960474781
485,334.00113620102996
486,345.81803362399495
487,340.40155315296397
488,333.0245459808536
489,329.94215399814345
490,339.0619980348473
491,334.81145317685855
492,341.15950593644504
493,337.0183985843446
494,346.25710766871424
495,337.3075275203105
496,348.9774166339852
497,337.2635319645615
498,324.77119070852586
499,347.2625740837853
500,335.973489567648
501,340.39319814968195
502,344.52185738869287
503,338.994437559896
504,335.4317859662634
505,341.8385151251597
506,354.3270580854652
507,345.3833506496429
508,344.53191674032274
509,345.9230673966559
510,335.42093259285735
511,343.40346864873504
512,347.40399846169277
513,343.91587827005156
514,347.804694434076
515,343.6002045478355
516,355.25304075606465
517,335.46604198584816
518,346.08949483173353
519,342.7922927491301
520,336.51610999666366
521,336.8635951957383
522,346.96388661976243
523,344.40296361211796
524,358.30631799815984
525,349.6216052847794
526,348.85648091092196
527,348.235424613287
528,336.94508649792346
529,349.23113663370196
530,338.1941284105294
531,332.4802404478618
532,356.60009189223064
533,339.6338677901759
534,346.4987032623896
535,345.2618566557938
536,339.83229658045695
537,358.4550201172032
538,351.1241543962594
539,335.8090938990318
540,354.171147260215
541,345.0607354290839
542,339.4776837891656
543,332.1825839875255
544,336.15689090456397
545,348.21870391848296
546,359.16817417430593
547,352.96510792011907
548,348.84276081886827
549,346.8663339395047
550,353.08444258655965
551,330.8301418691094
552,355.13291367163043
553,344.55192051018565
554,347.68829020765713
555,358.68444601531155
556,348.1036209222611
557,350.7281593079299
558,362.3632050591747
559,337.6459020145039
560,342.91568297462226
561,353.61772073953483
562,346.45789405837036
563,346.71383303788133
564,350.9809281816972
565,353.97967504738364
566,345.94295781401485
567,361.6272474334289
568,352.43396052916364
569,344.6420962773266
570,356.1752801800772
571,343.712304237763
572,344.0921804579058
573,357.7914778456196
574,351.1057126883356
575,345.65840758889146
576,341.19863422551333
577,360.03612744864034
578,358.94289930378096
579,340.3709539100201
580,339.4495554581479
581,355.292422742014
582,340.0206522043224
583,349.751532564652
584,347.6560481562482
585,341.887129017893
586,351.44176480372494
587,355.1453629425907
588,357.6316998629889
589,345.2002472171933
590,357.98718809370433
591,357.92494082433944
592,357.05278951045165
593,355.0791669383567
594,349.78849441156535
595,370.7088588766943
596,355.854654492432
597,354.00517161213145
598,355.35898425414297
599,351.26375234703545
600,355.61969473123133
601,344.359436969373
602,355.6229844495258
603,362.6781231997397
604,349.9668611814856
605,346.8509063433682
606,350.79038158024497
607,361.01731667956716
608,345.34686876000995
609,357.9806756883998
610,363.5088071864489
611,346.38047879791065
612,348.2834145783655
613,366.29770978631535
614,346.35449917452536
615,355.7517006591999
616,345.62554429010265
617,362.86691917793837
618,356.126070072451
619,369.40725179212035
620,355.69063810032617
621,352.3186767698978
622,362.8130886090015
623,362.0539995807533
624,363.88229872837627
625,362.994309895663
626,344.7141574874918
627,360.72588265026366
628,348.84885594937623
629,347.3504767497957
630,356.64472903588523
631,361.3336380506689
632,357.5275391371874
633,346.15430209259864
634,363.19865211198385
635,363.0906621780179
636,353.23646615248356
637,352.4042576166829
638,360.56219899297133
639,356.27204740850397
640,351.876010353215
641,351.53994766172514
642,352.70184377418695
643,354.7268553846108
644,348.1393519490612
645,358.76504823000425
646,355.95583016050824
647,350.94441048963097
648,342.2647060925096
649,350.39436459706207
650,352.8281308984828
651,366.52385545240674
652,348.8636783388425
653,348.8727745049323
654,366.8631564051532
655,353.9231134961186
656,358.1608225228626
657,359.743486636161
658,341.64093191220655
659,360.19204420009754
660,359.34878803207965
661,364.9790702725519
662,358.09968088982544
663,355.71271097761417
664,347.5030819715657
665,348.49181164149036
666,337.52446523213126
667,352.94338958980023
668,348.1503327465237
669,359.89302604326065
670,351.0832588179613
671,363.01737695573877
672,351.73846413705644
673,355.7003491660015
674,364.56565806339694
675,350.94156287867247
676,356.4826615754133
677,351.1287922724134
678,364.3593939103261
679,358.1218280857069
680,347.2217586896597
681,364.4267970489879
682,349.05716299140016
683,353.98145782971005
684,349.5423594798598
685,347.19347314537447
686,357.5464856543401
687,367.79805343696614
688,340.63790405599275
689,351.55850075678944
690,346.99761504210653
691,346.87911917617447
692,354.00232160247475
693,355.0251144040711
694,352.2139948532633
695,361.93592066603816
696,352.73578171814813
697,354.82284683204387
698,352.6214238842993
699,344.37326463621855
700,360.7196321259502
701,354.0984694614686
702,365.38272993988323
703,364.89050749200686
704,359.71742640799044
705,349.97235706490596
706,355.0276787635241
707,344.434894126155
708,360.39874749354044
709,342.3598072573805
710,339.74080022679004
711,362.79375780851575
712,355.71441438353537
713,350.10243960690894
714,361.6882205198224
715,354.97910986951143
716,351.4519425430682
717,354.820044097486
718,374.06412528722046
719,346.07600395201024
720,348.03547452804827
721,357.6065338109697
722,353.58811715064417
723,344.027704417537
724,354.1559199242652
725,349.6266943580911
726,337.6375915896879
727,344.9309519812671
728,357.19334726440167
729,342.9585647920706
730,358.5497386548621
731,345.5177618936514
732,352.314523255159
733,350.0345264720686
734,351.4611501658395
735,348.0760710962954
736,350.18885424836355
737,345.64542605044693
738,347.0766576758793
739,339.59286664557953
740,362.75706755747973
741,350.19560110956843
742,342.6465802827164
743,349.58203180299495
744,352.3988207939849
745,338.8918541196183
746,352.17409178788245
747,340.5321701625765
748,343.6599343941744
749,352.80530752903064
750,355.35853165157374
751,341.36907129562576
752,340.99896030998434
753,339.5019172637593
754,342.6990485164625
755,346.22007672424655
756,347.36759041150304
757,351.46528352925554
758,355.30012737638526
759,345.6698828149744
760,349.68404438671536
761,347.17854002330347
762,346.39059008024685
763,348.6528791908606
764,331.57343257337874
765,345.6198922610931
766,337.2715585123511
767,347.88727323216534
768,345.7816302476378
769,350.2385011726407
770,347.40860454444936
771,352.6866399050611
772,345.89690459799
773,346.3702742546437
774,355.582852283333
775,336.8120362771152
776,333.1217738309599
777,342.0947367873449
778,337.2559210100117
779,330.4233859221417
780,341.9122010165393
781,333.64135026811476
782,340.15511724648945
783,339.55791271985044
784,325.9926983876425
785,333.00831943218355
786,324.70513081630816
787,336.48393181570736
788,332.8385717321214
789,332.5731141169435
790,331.77967917560187
791,339.7427421870934
792,344.7822210842908
793,347.88474913549317
794,339.3838660312783
795,331.986922207762
796,343.11918930719884
797,341.72145166565855
798,348.05731595639867
799,338.99339136887727
800,332.67267619065075
801,330.8940000548275
802,329.34580415319016
803,334.2213827423466
804,338.26168480034164
805,350.9946038174725
806,330.14114349754914
807,331.4081127430178
808,340.6989522756139
809,339.39403526086244
810,334.6453112061169
811,341.12923226279753
812,335.94800457646784
813,343.58515761158293
814,339.5292534266165
815,325.82203743839455
816,330.7551718423
817,343.78526013846295
818,326.6526501467503
819,330.5598383352099
820,330.44566771330017
821,319.8893259048688
822,330.7838671813972
823,330.94840919897507
824,334.1211307830136
825,339.0111664985254
826,334.73120669991766
827,333.6802708975293
828,331.0334078971143
829,326.21050071591907
830,338.28640745081765
831,326.6370413193862
832,331.3341973870983
833,324.92659414752467
834,325.77694582619415
835,337.2699526526888
836,326.1568835084188
837,335.6204461720415
838,336.1600477529588
839,321.326976454757
840,324.13344546691354
841,335.03237939025837
842,334.8953463503575
843,325.6362897352705
844,322.92056076160213
845,333.1112650832101
846,335.4040556593491
847,317.6306099602593
848,331.06889194065377
849,325.95854818830475
850,323.8744476620519
851,325.02716753375785
852,333.74960857511985
853,324.22386542900574
854,320.6369528870706
855,319.65986100078004
856,324.86465803094956
857,314.9846173386528
858,334.3405205293587
859,340.4134665104505
860,328.08862724000863
861,323.8707768286493
862,322.089965027279
863,323.4923981254683
864,331.5002472602801
865,325.4651008977615
866,330.57143629430516
867,323.0052465424303
868,328.4462659023495
869,320.6060751127278
870,323.6965030156646
871,315.69976654137406
872,334.5581664786299
873,328.6274213079628
874,322.7785027854633
875,321.94674603494377
876,325.64109748903735
877,319.03897593190516
878,325.5280134514897
879,328.9565948810963
880,315.2188730627691
881,321.55922819374985
882,322.26424796342576
883,321.3443580726168
884,332.6564306751148
885,319.9794513784202
886,322.0140258543468
887,321.08243816472293
888,327.8331921146347
889,328.75370645250905
890,319.34702634539764
891,327.1427948026702
892,326.09556408808004
893,311.64258608657633
894,320.6983582891511
895,314.7672592040433
896,332.23107171640186
897,318.3195404051191
898,319.88942379165775
899,304.1974212625546
900,321.1190442028897
901,320.31460299253513
902,320.405680822936
903,326.39157611379926
904,324.1480045945401
905,308.2258678470003
906,321.7760673352885
907,320.86332958610774
908,323.0589645104558
909,331.77645766991935
910,312.3284445229117
911,321.51586774372413
912,316.3282250996741
913,315.8653070249417
914,322.8171391883827
915,313.06357861002937
916,315.2916739309931
917,317.08822359195005
918,313.83741162581344
919,319.71156255287354
920,319.14525929311
921,317.5219474676322
922,325.4966321991802
923,316.5378283252804
924,323.8834602536902
925,318.6837911310492
926,319.00272949401074
927,315.59178234184907
928,330.2928483168564
929,319.9664034878561
930,325.74177294333685
931,317.81270032167
932,318.45755023823773
933,322.6404674521543
934,322.3925465527539
935,323.2347028168848
936,316.5172143484897
937,321.4963039274642
938,318.8091725842024
939,317.80160676082403
940,324.7051514206199
941,323.528385974659
942,324.3462814839185
943,323.1304010096012
944,301.70985610574473
945,318.73003158551177
946,317.0556295751776
947,326.45930008403775
948,321.8100441215319
949,316.37457785925255
950,312.3883875634718
951,314.3661473243624
952,311.9265517519845
953,323.0123999443092
954,316.41808094311233
955,316.8959146570939
956,324.79794509218334
957,315.7907853439002
958,325.7049549805715
959,319.4111430229857
960,326.27233027102
961,317.0182694858874
962,316.9872060393611
963,315.45846208413724
964,309.90083577863487
965,322.2520878755993
966,321.90730739830167
967,309.7901285315814
968,319.83185195739213
969,316.7869491813243
970,321.79753631628455
971,329.6812923188268
972,317.73835139107774
973,320.00096892266964
974,311.21774122714174
975,313.11025114193717
976,329.2884822814358
977,314.77719185185845
978,319.04960863691605
979,324.98897798169816
980,313.9957834222445
981,318.3861013851187
982,319.41152829075304
983,312.378234986557
984,324.8183322883113
985,330.1760498832141
986,317.6688361959119
987,309.81203980656664
988,335.62691941339983
989,327.6989370065801
990,311.0544797113532
991,316.7797352254792
992,322.01475510343437
993,315.55654314222767
994,318.8558195603563
995,327.3015433665765
996,326.99889631935747
997,319.2996944424142
998,317.4166105553698
999,320.1418686061355
1000,321.1571819443681
1001,327.93299725755253
1002,320.73233016876844
1003,310.0422790992348
1004,319.6957420691748
1005,317.68466486034833
1006,316.4733440568223
1007,311.12979163820023
1008,319.9091126337575
1009,330.3416875747129
1010,327.29304223349527
1011,321.5255282760084
1012,318.8711484154525
1013,317.3244955970195
1014,318.24375012222123
1015,320.2447853279967
1016,312.69640765221095
1017,314.1041030287837
1018,320.5979240338105
1019,313.4697621307222
1020,328.7788910650052
1021,310.2981718819277
1022,317.0629774801505
1023,326.5627328937748
1024,315.3485505192881
1025,323.60898278002867
1026,309.8908608854901
1027,315.4370637597573
1028,325.20287576446424
1029,321.2513701313057
1030,320.27997807748136
1031,318.37624570152406
1032,318.79509809288504
1033,321.4135376659333
1034,315.04461583744416
1035,327.9075156784094
1036,312.6344799475556
1037,311.74493370833187
1038,319.07488748636524
1039,313.429788219638
1040,316.9420436057068
1041,303.4880252554747
1042,322.867156766241
1043,325.5331925666015
1044,327.2054495624545
1045,312.5424921533909
1046,317.477717323611
1047,316.9829565929517
1048,316.1585343892394
1049,322.70412131995226
1050,322.76702873505997
1051,331.96350235062164
1052,335.91517592946224
1053,317.89481744940315
1054,316.6275110492073
1055,314.232881692994
1056,317.37055436834345
1057,320.7318521405379
1058,319.83322564128395
1059,320.6867543693362
1060,325.54120312406525
1061,325.1112618569613
1062,321.1274958387852
1063,322.1890947173423
1064,341.0616850407641
1065,321.0636273841796
1066,321.09587145797195
1067,313.8468426160713
1068,323.5423664565668
1069,316.6936395630265
1070,311.81460230681853
1071,323.096680168582
1072,316.43935977696856
1073,320.4109862740081
1074,330.4350047185677
1075,319.5116896641946
1076,323.8439438922782
1077,322.3823986906145
1078,325.13872164316535
1079,323.17809047423424
1080,312.1689797772714
1081,316.7718051753252
1082,315.64127411683165
1083,336.93729565050546
1084,316.94967523774574
1085,317.7241949350801
1086,314.1946646647622
1087,317.4917256264652
1088,307.2555179767778
1089,334.29006299830564
1090,321.3205978874624
1091,313.1847807617383
1092,316.1611299520119
1093,320.83794645194376
1094,323.1000803274162
1095,315.72821300463136
1096,309.433247117496
1097,328.9561199944161
1098,338.5943197013124
1099,319.00816322481603
1100,322.4309516613537
1101,317.4890612604824
1102,327.9510711186684
1103,316.58691875863434
1104,326.5704652826373
1105,315.62398867015156
1106,319.15341046257106
1107,318.7023684252729
1108,306.9804718301822
1109,332.0094779346373
1110,322.01664297247055
1111,304.5428901882842
1112,306.39283018422935
1113,323.68264930365154
1114,324.9630361333871
1115,312.5943188922629
1116,323.70875817832365
1117,334.06861658545
1118,310.89794500475165
1119,315.0780648534919
1120,317.1190796461866
1121,318.8804378956797
1122,316.2097907792485
1123,338.77195490646534
1124,316.52101198304723
1125,325.7668178925381
1126,321.76817654999405
1127,330.6404616179226
1128,325.30043662924976
1129,311.32358913538553
1130,326.53512117080834
1131,315.2725812514599
1132,313.6881945090291
1133,316.3290243180255
1134,307.4244374713695
1135,330.47006028015994
1136,325.2635569081817
1137,317.12735448020794
1138,317.68418114185766
1139,313.40261408776803
1140,318.94316731624195
1141,329.9691903078758
1142,323.5833771410044
1143,331.6349862847857
1144,312.12858770389545
1145,319.9473839804957
1146,333.5318289467469
1147,318.9511166680757
1148,309.20252256269083
1149,323.8764259583577
1150,316.9563424972228
1151,321.86596296678783
1152,315.4813190048835
1153,310.0618123941221
1154,316.18218757067797
1155,326.6951429717752
1156,323.15973000446934
1157,319.8061340552659
1158,319.77581709644954
1159,318.86158468887305
1160,320.35539278475244
1161,322.2275830399384
1162,327.63637745281596
1163,322.68640419342233
1164,323.4348399205592
1165,322.549628191008
