index,value
1,324.6570166002812
2,321.8671396407236
3,314.97187820029194
4,323.83164455529396
5,318.2794321490885
6,328.7544103075883
7,328.5241223204599
8,318.18913058348505
9,311.82515062714737
10,320.3816117583827
11,313.3006167428277
12,327.75737432209434
13,324.0918165134952
14,323.98401394232326
15,318.94990632589065
16,317.9479848605449
17,323.0506091132989
18,317.6762364075637
19,311.73063275964097
20,317.4591248964857
21,322.67108718834606
22,318.51186946661295
23,313.1307299126064
24,319.31188616320617
25,329.32965678300224
26,316.01905833080144
27,321.87627085658033
28,323.8447127064286
29,320.24267455057424
30,322.01853603558004
31,314.26417197537023
32,323.18789822559955
33,322.0480410289523
34,318.90309584652624
35,325.7150636275899
36,316.2000602592842
37,321.32516967726434
38,331.7073537704754
39,323.6881434216842
40,320.725282516203
41,316.89733185098316
42,320.08096450306397
43,321.6401363582555
44,324.7855608241379
45,322.002076275198
46,312.42734140749894
47,318.236921056925
48,320.4733686708643
49,320.0730244038996
50,318.63653546497403
51,316.5693970011809
52,319.60570423133936
53,327.43747182837836
54,327.6450572921549
55,312.20378414793225
56,321.73792802612655
57,320.64949746456824
58,322.78955317902063
59,321.22767931895055
60,316.9710209715175
61,317.617928537983
62,323.558295364694
63,321.2008104123926
64,322.5027348796352
65,337.39319257084713
66,317.61820617332205
67,324.5262890341037
68,317.34987210201746
69,321.812655437295
70,323.13082501665593
71,313.15342166826264
72,327.0521560446889
73,329.7271504008505
74,312.77247633986826
75,320.7306672764777
76,319.27289981110493
77,329.1462369748611
78,312.99315455801724
79,318.5730200868433
80,318.0918514162623
81,319.97396189916697
82,317.7926479817424
83,323.47246620402774
84,316.78706795377326
85,319.76847253386586
86,327.4858022610732
87,327.4882510956709
88,318.48421776993405
89,327.5087179732304
90,325.68418882765576
91,317.45154984170466
92,307.5475065361925
93,317.3554409679241
94,315.52735937567144
95,322.70889101188766
96,317.5326938723184
97,320.8968138078219
98,320.18258654687736
99,315.1274530049796
100,322.821865033205
101,313.3505309977182
102,317.3150971798389
103,316.4752614640657
104,320.6745264426847
105,309.6567527334355
106,319.0481937263046
107,316.92249958676206
108,319.27924865247104
109,320.0735282117031
110,326.11690341319974
111,327.44084959543017
112,320.4567838129472
113,321.43253495853895
114,320.02591109578265
115,316.5504099257147
116,309.3403894317547
117,303.0602891461097
118,315.8414124076565
119,314.75246672629845
120,324.77371805596516
121,318.7368303257021
122,320.3624648772081
123,322.41957168829464
124,321.6998835269613
125,331.2716864816733
126,312.5316293431205
127,316.84153608194396
128,314.72133883416626
129,320.13491970249083
130,322.588589354268
131,326.06206138737235
132,308.18429693170043
133,306.8925089064221
